Campaign	Ad Group	Final URL
Search-1	AG_Implant_SM	https://www.dentcraft.ro/preturi#calculator
Search-1	AG_Estetica_SM	https://www.dentcraft.ro/galerie
Search-1	AG_Ortodontie_SM	https://www.dentcraft.ro/servicii/ortodontie
Search-1	AG_General_SM	https://www.dentcraft.ro/
Search-1	AG_Brand_SM	https://www.dentcraft.ro/
